leftLeg_px,leftLeg_py,leftLeg_pz,leftLeg_rx,leftLeg_ry,leftLeg_rz,leftLegJ_px,leftLegJ_py,leftLegJ_pz,leftLegJ_rx,leftLegJ_ry,leftLegJ_rz,rightLeg_px,rightLeg_py,rightLeg_pz,rightLeg_rx,rightLeg_ry,rightLeg_rz,rightLegJ_px,rightLegJ_py,rightLegJ_pz,rightLegJ_rx,rightLegJ_ry,rightLegJ_rz,leftArm_px,leftArm_py,leftArm_pz,leftArm_rx,leftArm_ry,leftArm_rz,leftArmJ_px,leftArmJ_py,leftArmJ_pz,leftArmJ_rx,leftArmJ_ry,leftArmJ_rz,rightArm_px,rightArm_py,rightArm_pz,rightArm_rx,rightArm_ry,rightArm_rz,rightArmJ_px,rightArmJ_py,rightArmJ_pz,rightArmJ_rx,rightArmJ_ry,rightArmJ_rz,chest_px,chest_py,chest_pz,chest_rx,chest_ry,chest_rz,body_px,body_py,body_pz,body_rx,body_ry,body_rz
0.0,0.0,0.0,-8.865606199840187,0.0,0.0,0.0,0.0,0.0,8.865606199840187,0.0,0.0,0.0,0.0,0.0,8.865606199840187,0.0,0.0,0.0,0.0,0.0,-1.4776010333066978,0.0,0.0,0.0,0.0,0.0,8.865606199840187,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-8.865606199840187,0.0,0.0,0.0,0.0,0.0,-11.820808266453582,0.0,0.0,0.0,0.0,0.0,0.0,-2.9552020666133956,0.0,0.0,-0.014776010333066978,-9.88,0.0,0.0,0.0
0.0,0.0,0.0,-9.294494136828085,0.0,0.0,0.0,0.0,0.0,9.294494136828085,0.0,0.0,0.0,0.0,0.0,9.294494136828085,0.0,0.0,0.0,0.0,0.0,-1.5490823561380143,0.0,0.0,0.0,0.0,0.0,9.294494136828085,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-9.294494136828085,0.0,0.0,0.0,0.0,0.0,-12.392658849104114,0.0,0.0,0.0,0.0,0.0,0.0,-3.0981647122760285,0.0,0.0,-0.015490823561380145,-9.88,0.0,0.0,0.0
0.0,0.0,0.0,-9.721290851846051,0.0,0.0,0.0,0.0,0.0,9.721290851846051,0.0,0.0,0.0,0.0,0.0,9.721290851846051,0.0,0.0,0.0,0.0,0.0,-1.6202151419743418,0.0,0.0,0.0,0.0,0.0,9.721290851846051,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-9.721290851846051,0.0,0.0,0.0,0.0,0.0,-12.961721135794734,0.0,0.0,0.0,0.0,0.0,0.0,-3.2404302839486836,0.0,0.0,-0.01620215141974342,-9.868,0.0,0.0,0.0
0.0,0.0,0.0,-10.145900317433739,0.0,0.0,0.0,0.0,0.0,10.145900317433739,0.0,0.0,0.0,0.0,0.0,10.145900317433739,0.0,0.0,0.0,0.0,0.0,-1.6909833862389565,0.0,0.0,0.0,0.0,0.0,10.145900317433739,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-10.145900317433739,0.0,0.0,0.0,0.0,0.0,-13.527867089911652,0.0,0.0,0.0,0.0,0.0,0.0,-3.381966772477913,0.0,0.0,-0.016909833862389565,-9.868,0.0,0.0,0.0
0.0,0.0,0.0,-10.568226998252698,0.0,0.0,0.0,0.0,0.0,10.568226998252698,0.0,0.0,0.0,0.0,0.0,10.568226998252698,0.0,0.0,0.0,0.0,0.0,-1.7613711663754497,0.0,0.0,0.0,0.0,0.0,10.568226998252698,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-10.568226998252698,0.0,0.0,0.0,0.0,0.0,-14.090969331003597,0.0,0.0,0.0,0.0,0.0,0.0,-3.5227423327508993,0.0,0.0,-0.017613711663754496,-9.856,0.0,0.0,0.0
0.0,0.0,0.0,-10.988175872581428,0.0,0.0,0.0,0.0,0.0,10.988175872581428,0.0,0.0,0.0,0.0,0.0,10.988175872581428,0.0,0.0,0.0,0.0,0.0,-1.8313626454302379,0.0,0.0,0.0,0.0,0.0,10.988175872581428,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-10.988175872581428,0.0,0.0,0.0,0.0,0.0,-14.650901163441903,0.0,0.0,0.0,0.0,0.0,0.0,-3.6627252908604757,0.0,0.0,-0.01831362645430238,-9.856,0.0,0.0,0.0
0.0,0.0,0.0,-11.405652453694843,0.0,0.0,0.0,0.0,0.0,11.405652453694843,0.0,0.0,0.0,0.0,0.0,11.405652453694843,0.0,0.0,0.0,0.0,0.0,-1.900942075615807,0.0,0.0,0.0,0.0,0.0,11.405652453694843,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-11.405652453694843,0.0,0.0,0.0,0.0,0.0,-15.207536604926457,0.0,0.0,0.0,0.0,0.0,0.0,-3.801884151231614,0.0,0.0,-0.019009420756158073,-9.844,0.0,0.0,0.0
0.0,0.0,0.0,-11.820562811123413,0.0,0.0,0.0,0.0,0.0,11.820562811123413,0.0,0.0,0.0,0.0,0.0,11.820562811123413,0.0,0.0,0.0,0.0,0.0,-1.9700938018539023,0.0,0.0,0.0,0.0,0.0,11.820562811123413,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-11.820562811123413,0.0,0.0,0.0,0.0,0.0,-15.760750414831218,0.0,0.0,0.0,0.0,0.0,0.0,-3.9401876037078045,0.0,0.0,-0.019700938018539022,-9.838,0.0,0.0,0.0
0.0,0.0,0.0,-12.232813591787105,0.0,0.0,0.0,0.0,0.0,12.232813591787105,0.0,0.0,0.0,0.0,0.0,12.232813591787105,0.0,0.0,0.0,0.0,0.0,-2.038802265297851,0.0,0.0,0.0,0.0,0.0,12.232813591787105,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-12.232813591787105,0.0,0.0,0.0,0.0,0.0,-16.310418122382806,0.0,0.0,0.0,0.0,0.0,0.0,-4.077604530595702,0.0,0.0,-0.02038802265297851,-9.832,0.0,0.0,0.0
0.0,0.0,0.0,-12.64231204099944,0.0,0.0,0.0,0.0,0.0,12.64231204099944,0.0,0.0,0.0,0.0,0.0,12.64231204099944,0.0,0.0,0.0,0.0,0.0,-2.10705200683324,0.0,0.0,0.0,0.0,0.0,12.64231204099944,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-12.64231204099944,0.0,0.0,0.0,0.0,0.0,-16.85641605466592,0.0,0.0,0.0,0.0,0.0,0.0,-4.21410401366648,0.0,0.0,-0.021070520068332405,-9.826,0.0,0.0,0.0
0.0,0.0,0.0,-13.048966023336908,0.0,0.0,0.0,0.0,0.0,13.048966023336908,0.0,0.0,0.0,0.0,0.0,13.048966023336908,0.0,0.0,0.0,0.0,0.0,-2.174827670556151,0.0,0.0,0.0,0.0,0.0,13.048966023336908,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-13.048966023336908,0.0,0.0,0.0,0.0,0.0,-17.39862136444921,0.0,0.0,0.0,0.0,0.0,0.0,-4.349655341112302,0.0,0.0,-0.021748276705561512,-9.82,0.0,0.0,0.0
0.0,0.0,0.0,-13.452684043369034,0.0,0.0,0.0,0.0,0.0,13.452684043369034,0.0,0.0,0.0,0.0,0.0,13.452684043369034,0.0,0.0,0.0,0.0,0.0,-2.2421140072281722,0.0,0.0,0.0,0.0,0.0,13.452684043369034,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-13.452684043369034,0.0,0.0,0.0,0.0,0.0,-17.936912057825378,0.0,0.0,0.0,0.0,0.0,0.0,-4.4842280144563444,0.0,0.0,-0.022421140072281725,-9.814,0.0,0.0,0.0
0.0,0.0,0.0,-13.853375266244486,0.0,0.0,0.0,0.0,0.0,13.853375266244486,0.0,0.0,0.0,0.0,0.0,13.853375266244486,0.0,0.0,0.0,0.0,0.0,-2.308895877707414,0.0,0.0,0.0,0.0,0.0,13.853375266244486,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-13.853375266244486,0.0,0.0,0.0,0.0,0.0,-18.471167021659312,0.0,0.0,0.0,0.0,0.0,0.0,-4.617791755414828,0.0,0.0,-0.023088958777074144,-9.808,0.0,0.0,0.0
0.0,0.0,0.0,-14.250949538128525,0.0,0.0,0.0,0.0,0.0,14.250949538128525,0.0,0.0,0.0,0.0,0.0,14.250949538128525,0.0,0.0,0.0,0.0,0.0,-2.375158256354754,0.0,0.0,0.0,0.0,0.0,14.250949538128525,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-14.250949538128525,0.0,0.0,0.0,0.0,0.0,-19.001266050838034,0.0,0.0,0.0,0.0,0.0,0.0,-4.750316512709508,0.0,0.0,-0.023751582563547542,-9.802,0.0,0.0,0.0
0.0,0.0,0.0,-14.645317406487225,0.0,0.0,0.0,0.0,0.0,14.645317406487225,0.0,0.0,0.0,0.0,0.0,14.645317406487225,0.0,0.0,0.0,0.0,0.0,-2.4408862344145374,0.0,0.0,0.0,0.0,0.0,14.645317406487225,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-14.645317406487225,0.0,0.0,0.0,0.0,0.0,-19.5270898753163,0.0,0.0,0.0,0.0,0.0,0.0,-4.881772468829075,0.0,0.0,-0.024408862344145375,-9.796,0.0,0.0,0.0
0.0,0.0,0.0,-15.036390140213934,0.0,0.0,0.0,0.0,0.0,15.036390140213934,0.0,0.0,0.0,0.0,0.0,15.036390140213934,0.0,0.0,0.0,0.0,0.0,-2.506065023368989,0.0,0.0,0.0,0.0,0.0,15.036390140213934,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-15.036390140213934,0.0,0.0,0.0,0.0,0.0,-20.04852018695191,0.0,0.0,0.0,0.0,0.0,0.0,-5.012130046737978,0.0,0.0,-0.02506065023368989,-9.79,0.0,0.0,0.0
0.0,0.0,0.0,-15.424079749593393,0.0,0.0,0.0,0.0,0.0,15.424079749593393,0.0,0.0,0.0,0.0,0.0,15.424079749593393,0.0,0.0,0.0,0.0,0.0,-2.5706799582655653,0.0,0.0,0.0,0.0,0.0,15.424079749593393,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-15.424079749593393,0.0,0.0,0.0,0.0,0.0,-20.565439666124522,0.0,0.0,0.0,0.0,0.0,0.0,-5.141359916531131,0.0,0.0,-0.025706799582655655,-9.784,0.0,0.0,0.0
0.0,0.0,0.0,-15.808299006099041,0.0,0.0,0.0,0.0,0.0,15.808299006099041,0.0,0.0,0.0,0.0,0.0,15.808299006099041,0.0,0.0,0.0,0.0,0.0,-2.634716501016507,0.0,0.0,0.0,0.0,0.0,15.808299006099041,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-15.808299006099041,0.0,0.0,0.0,0.0,0.0,-21.077732008132056,0.0,0.0,0.0,0.0,0.0,0.0,-5.269433002033014,0.0,0.0,-0.02634716501016507,-9.778,0.0,0.0,0.0
0.0,0.0,0.0,-16.18896146201908,0.0,0.0,0.0,0.0,0.0,16.18896146201908,0.0,0.0,0.0,0.0,0.0,16.18896146201908,0.0,0.0,0.0,0.0,0.0,-2.6981602436698466,0.0,0.0,0.0,0.0,0.0,16.18896146201908,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-16.18896146201908,0.0,0.0,0.0,0.0,0.0,-21.585281949358773,0.0,0.0,0.0,0.0,0.0,0.0,-5.396320487339693,0.0,0.0,-0.026981602436698466,-9.772,0.0,0.0,0.0
0.0,0.0,0.0,-16.565981469906827,0.0,0.0,0.0,0.0,0.0,16.565981469906827,0.0,0.0,0.0,0.0,0.0,16.565981469906827,0.0,0.0,0.0,0.0,0.0,-2.760996911651138,0.0,0.0,0.0,0.0,0.0,16.565981469906827,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-16.565981469906827,0.0,0.0,0.0,0.0,0.0,-22.087975293209105,0.0,0.0,0.0,0.0,0.0,0.0,-5.521993823302276,0.0,0.0,-0.027609969116511382,-9.766,0.0,0.0,0.0
0.0,0.0,0.0,-16.93927420185106,0.0,0.0,0.0,0.0,0.0,16.93927420185106,0.0,0.0,0.0,0.0,0.0,16.93927420185106,0.0,0.0,0.0,0.0,0.0,-2.8232123669751767,0.0,0.0,0.0,0.0,0.0,16.93927420185106,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-16.93927420185106,0.0,0.0,0.0,0.0,0.0,-22.585698935801414,0.0,0.0,0.0,0.0,0.0,0.0,-5.6464247339503535,0.0,0.0,-0.02823212366975177,-9.76,0.0,0.0,0.0
0.0,0.0,0.0,-17.308755668561904,0.0,0.0,0.0,0.0,0.0,17.308755668561904,0.0,0.0,0.0,0.0,0.0,17.308755668561904,0.0,0.0,0.0,0.0,0.0,-2.8847926114269837,0.0,0.0,0.0,0.0,0.0,17.308755668561904,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-17.308755668561904,0.0,0.0,0.0,0.0,0.0,-23.07834089141587,0.0,0.0,0.0,0.0,0.0,0.0,-5.7695852228539675,0.0,0.0,-0.02884792611426984,-9.754,0.0,0.0,0.0
0.0,0.0,0.0,-17.674342738268084,0.0,0.0,0.0,0.0,0.0,17.674342738268084,0.0,0.0,0.0,0.0,0.0,17.674342738268084,0.0,0.0,0.0,0.0,0.0,-2.9457237897113475,0.0,0.0,0.0,0.0,0.0,17.674342738268084,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-17.674342738268084,0.0,0.0,0.0,0.0,0.0,-23.56579031769078,0.0,0.0,0.0,0.0,0.0,0.0,-5.891447579422695,0.0,0.0,-0.029457237897113478,-9.754,0.0,0.0,0.0
0.0,0.0,0.0,-18.035953155421232,0.0,0.0,0.0,0.0,0.0,18.035953155421232,0.0,0.0,0.0,0.0,0.0,18.035953155421232,0.0,0.0,0.0,0.0,0.0,-3.0059921925702056,0.0,0.0,0.0,0.0,0.0,18.035953155421232,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-18.035953155421232,0.0,0.0,0.0,0.0,0.0,-24.047937540561644,0.0,0.0,0.0,0.0,0.0,0.0,-6.011984385140411,0.0,0.0,-0.030059921925702057,-9.742,0.0,0.0,0.0
